RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
102001,0,United States,country,,0.14666970240267066,0.15154900384844758,0.16697628701951783,0.1806227522263533,0.1968988261953085,0.20896416915706026,0.2140808958005715,0.2191293495919909,0.20581566783727917,0.17759901055508057,0.16375775755082733,0.15678519604791472,0.1730222328094673,0.17384658124539434,0.1882751548250078,0.20086773499830687,0.21373873234256077,0.2200273064341058,0.22425220499711035,0.22318126451055853,0.20636035387915763,0.17492871714587604,0.15859677961493038,0.16924351555947997,0.17558190812779126,0.16035291941886876,0.14331691654263135,0.14789992186015768,0.1597826801955297,0.16170154290907704,0.1610717915359031,0.16257284770642919,0.15834604007169706,0.14436674315999132,0.1284916462431874,0.11223542019981608,0.10745517805945841,0.10036596474177806,0.10347241014234948,0.11423965698065457,0.13463369070923256,0.1569037564056172,0.17095016431900467,0.17420137168155014,0.16514206300690526,0.1433027685282698,0.12463856830176147,0.10832095020823913,0.10754584455523744,0.11104786741495891,0.1340545100223524,0.17260264661101588,0.21716245728785114,0.2506433699020352,0.2655240727403002,0.2695808322715341,0.261758311432844,0.23015431967052097,0.21205482741463863
394913,1,"New York, NY",msa,NY,0.12011061368097149,0.12820443981481716,0.14846972990847693,0.16808972642199474,0.17900921263128916,0.17831795471822312,0.18112412948759676,0.1882676730231758,0.18246701344364713,0.1513207285367748,0.13648293926115548,0.13124724665479184,0.1523193949008649,0.15703464378933615,0.1767393036048621,0.19048737691948164,0.19716855128631652,0.18748980926526423,0.18698066438319197,0.18724654077705508,0.17816758572705907,0.14248290648538262,0.1272771205007591,0.1408417031057176,0.14478939762151047,0.11580990656510033,0.08705297840227376,0.09163784911433982,0.12009970988721398,0.13531232744674346,0.14633703241273413,0.14970511712849824,0.143468521003905,0.12288323366308872,0.10529472180790131,0.09094676890488744,0.09461763705818278,0.09546671693887102,0.10454536350520055,0.11388958655335962,0.1222885190841857,0.12894202124363296,0.13183900375771831,0.13267286811149465,0.12546344967528167,0.10391952844514526,0.08841454960974647,0.08213767746288642,0.09298264419556278,0.09803687606115852,0.1128547221764642,0.1333782905250428,0.1523229750888949,0.15854753711250646,0.15839555830955324,0.16417359451304936,0.166118264623324,0.14254095503383385,0.1295596398392072
753899,2,"Los Angeles, CA",msa,CA,0.1474201300035385,0.15423465301401668,0.17506402982882002,0.19165993209130391,0.2100738141937476,0.2289847702318802,0.24375771501948434,0.2585402175003957,0.2495764399617863,0.21144157425476945,0.19362079532180668,0.17796349579998993,0.195458913851826,0.19042480849175725,0.20201656947237995,0.21245593668247514,0.2232662203361101,0.22870196250127675,0.22922728570874684,0.2232703737968692,0.20113201601399958,0.16295959911790067,0.14092046838637093,0.1380825957362751,0.14417261450185256,0.14003093725992688,0.13871035782120722,0.14908640515528981,0.15569404251470442,0.15502127527776574,0.15335633317105063,0.15595157429557338,0.15039462612383267,0.1373457703762885,0.12282402493086073,0.11043624234001141,0.10637850830204637,0.09994287732233353,0.09845361722078397,0.10110580604920193,0.11121985748193403,0.1257759019469679,0.13568572974742793,0.13424245314273112,0.12379249700717393,0.10399195474210617,0.08655155278100395,0.07351820224944239,0.07411200470035727,0.08329703945714201,0.11219343563826846,0.1611283302932215,0.21401233947594525,0.24839945684122314,0.25974923367822983,0.2630029233663795,0.2548279806766287,0.21856227050247998,0.19293340644587673
394463,3,"Chicago, IL",msa,IL,0.1897762829619893,0.20543040443868363,0.2386551724972945,0.2671917366518685,0.28991930366465996,0.30041667960847607,0.30802822573065053,0.309257597800871,0.2821256891781554,0.2274164133391287,0.19615593643790724,0.1894379653391734,0.21802608319586583,0.2330648940843411,0.26502694370839935,0.29185411652160714,0.31386026244424514,0.3203367804268126,0.3279215501345677,0.3236492092345733,0.29058912602231196,0.23218790519325536,0.20107576711566558,0.2150193933511539,0.2310385130177334,0.21784591902755093,0.20313875886428565,0.21491462175992335,0.23925928122069648,0.25090164151394806,0.25854120538357805,0.2586141346373192,0.2432000144899357,0.20528477595869055,0.17166432829283274,0.1479158469417272,0.14983676416770617,0.14896149495075633,0.1579528754938034,0.17533716674800498,0.20186342286728154,0.2304117926866685,0.24772627157000018,0.2513851547844031,0.23404632497661368,0.1936432370478586,0.1630916160371225,0.13985092135438998,0.1413695389611462,0.14102204613891856,0.16211731246774438,0.1974838908582211,0.2393776335749918,0.27142880974407546,0.2869719514076157,0.2913578364515449,0.2821694886537988,0.2403729615580257,0.2143713735277148
394514,4,"Dallas, TX",msa,TX,0.16637693710172732,0.16926640769643575,0.19522096946059966,0.22088043972353325,0.25230884197390174,0.274018732936471,0.27703192614584143,0.27871100695942946,0.26071012873702,0.22943583677735682,0.20800692211914537,0.19373732974664948,0.2067513521185494,0.20779688469080757,0.2266461011865161,0.24759918749642026,0.2700156333959715,0.28172615563950937,0.28464449704668704,0.27954429213322346,0.2597736094116836,0.22477148729561533,0.20674809933758684,0.2119491577362971,0.21589856757285308,0.19937203618678942,0.1851235433473225,0.19191572226159115,0.2004845629398763,0.19793975324815077,0.18713122216483005,0.17917533265524363,0.16440525803732037,0.14697305291970986,0.1266908743420501,0.10225538482308644,0.08898698941928582,0.07525043328660795,0.07780771045043601,0.08822633845732468,0.11549696186454053,0.14402983567716687,0.15995516086350092,0.15652717686514844,0.13703289735199137,0.11305217126881033,0.09213954538747857,0.07586433058690069,0.07414855602300502,0.087001241350465,0.12180697461198456,0.18108163479735234,0.2528350386901818,0.3171037485670974,0.35152887846654435,0.35989766673721113,0.34878054866190683,0.31094391786676356,0.28516390254448004
394692,5,"Houston, TX",msa,TX,0.18977206551184023,0.19967683367377329,0.22466645076268607,0.24887274229557013,0.26968899349196584,0.2816210543709562,0.2762779449260946,0.2710250837529463,0.24856576509895828,0.215004025959838,0.20316731216159162,0.20010739492994487,0.221274418314029,0.2205163875550471,0.2369817981888607,0.26118849420438184,0.28542020884862906,0.29490839621329973,0.29137227389094217,0.28103629688615567,0.25905117240227693,0.22403280002874132,0.21018056159205065,0.22275619314749284,0.2354704371326483,0.21656599809803145,0.1980663397505596,0.20342778636243944,0.221273850998448,0.22751040721417815,0.22449813899962326,0.21847385256368462,0.20617955337946786,0.18663844993432954,0.17348455103150823,0.15257101646510327,0.15084661000048938,0.13996911711455673,0.14560988450929457,0.15559143567115055,0.1790747008605306,0.20801945124615723,0.22161401921395313,0.2179809562295728,0.19811538186983124,0.17126192897777728,0.15729383571257646,0.14415502630563323,0.14591067140303876,0.14431219360623096,0.16148733855553163,0.19353222724454694,0.24110214189133036,0.2830266901507006,0.30861835002471233,0.3131266355128213,0.300467006769184,0.2618957974571739,0.2422829593041948
395209,6,"Washington, DC",msa,VA,0.135871572208605,0.13807806290440341,0.16570477046929105,0.19783717239600954,0.2323271520780326,0.2496037109859762,0.2559564016850449,0.269168015982412,0.25335854416710696,0.21872885414598411,0.18283811750255644,0.16090239553008415,0.16543100879886,0.1675617523800637,0.19223720992104598,0.21487841026169474,0.2323698567399778,0.23627777671904573,0.24193041793632,0.24878028426307988,0.23797496937602575,0.20251564936468025,0.16805320771399013,0.15504026878047286,0.1552154459831168,0.15478272400177687,0.15247779160258562,0.1559365505921028,0.15580499327333128,0.1530004280576371,0.1564690386292404,0.16696303167025225,0.1738917185394915,0.16686709869947616,0.15023963695812007,0.12791019071002224,0.11673261729250763,0.10831460693495638,0.11689016818660293,0.13528177955429285,0.16245201863578007,0.19075646383575495,0.21108157532045752,0.22163056255275354,0.21352732303939384,0.18292050165533025,0.14928464153969975,0.11918813597196885,0.11057789056243579,0.10998876583829618,0.13416494299810877,0.1813400126073508,0.23160335701119783,0.2658744485611353,0.2767679097747048,0.28503909105021596,0.28365873186108587,0.250521924639193,0.21971902703551638
394856,7,"Miami, FL",msa,FL,0.17330668249433576,0.17367189884689882,0.17516550395604466,0.17198962960311504,0.16998238482275763,0.17180681751782487,0.17144416172367385,0.18073217291114493,0.18207536252383733,0.17417229840519244,0.18011826595903582,0.18846732804406027,0.2078680379433156,0.20204498899588896,0.19554768594666544,0.18513108251215993,0.1764524805500204,0.16774607306587574,0.1674610091596092,0.1705143496408183,0.17086939051364117,0.1600056476716828,0.16314898208944956,0.18980149791838383,0.19434741120472643,0.16590524915481686,0.1298286837743326,0.1256343984118169,0.1362065163540733,0.1375844723130418,0.13530514265718993,0.13422817866438638,0.1302328721520322,0.12392058273596969,0.12363812868640374,0.11828819518503733,0.11681509125900799,0.10262531493747329,0.0967829414857638,0.09434726351113402,0.10413175201390931,0.11421228473220704,0.1211519002989519,0.11974271427868631,0.11446049967895086,0.10297100250532601,0.09578989889514827,0.08699556354202631,0.08785014348808003,0.09044125564748587,0.11126146702280537,0.14481338158964113,0.1806428088256486,0.20254682201102744,0.20857725357930262,0.21575184448093068,0.21797373909327078,0.2038389276710333,0.19945155098049455
394974,8,"Philadelphia, PA",msa,PA,0.171938980592517,0.1687154170979074,0.19111308398897767,0.20780230529521063,0.23139779497564092,0.23319922840670984,0.23948477536142337,0.25139315560590164,0.24906676909583103,0.21916467157427388,0.19875880792675368,0.18422613154281223,0.19845116267333532,0.20124101940709918,0.21969867420538935,0.23463001757793714,0.2394116887573652,0.23447553937985988,0.24081927052775404,0.25093606687696135,0.24684745002952632,0.21193709827217308,0.1888225521802127,0.192351005127215,0.1917803351377859,0.1601088853671544,0.13273373529059934,0.14087455025392415,0.16646664873406508,0.17413586672835588,0.17595603922849412,0.18299998000227993,0.19250401735522535,0.18221195459071124,0.16734634458055325,0.14313873478396896,0.1372675724737757,0.12900214446386732,0.13624855751604714,0.14940661188574106,0.16975887591675048,0.18684086695934432,0.19948862482730878,0.20738900368690438,0.20359952395273417,0.1809714585084743,0.15882397151655023,0.14102661599383012,0.14036471181976548,0.13865461214812674,0.15550655590986115,0.18219657704955636,0.21299321020458012,0.23021175498294033,0.2419323040818396,0.24961801308019166,0.2526224625469843,0.2272369636954521,0.2133789529014082
394347,9,"Atlanta, GA",msa,GA,0.16227342702557349,0.17051858604782308,0.1902593031518471,0.20849844170314386,0.22562973744181095,0.23745697470240673,0.24217852656132566,0.2508773319905521,0.2409139405030884,0.2158942334428099,0.2041648293156956,0.1913168461621932,0.2085267109817007,0.20993727892970968,0.23236224187749505,0.24606286851482587,0.2584782290621571,0.26554902132793085,0.27014588651852484,0.2721934317022676,0.2556633623136985,0.22492475752649185,0.20497364030279025,0.20854749044669163,0.20870297970629265,0.19503299570493512,0.1846105976513186,0.19037592807382783,0.19601621247368825,0.18725666721726103,0.18198798840397434,0.1776827831955793,0.1710026282301721,0.15102976759015688,0.13540082239820697,0.12042779819078946,0.11828773146561708,0.11157104456617072,0.1122482406676111,0.11898709981467565,0.13611814234781272,0.15622331739222872,0.16994186421363267,0.17061078103842112,0.16065554344629068,0.1414396325667223,0.13045434686297386,0.11810750881359303,0.12005087571251706,0.1238905431839366,0.14662513666749585,0.18220531495194628,0.22938117326536153,0.2732242305737883,0.3049997070022234,0.31961095249905025,0.3148812316064583,0.2780421504329877,0.25677470758054544
